,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
504,795,201,184,909,92713,1403915,19000,1259851,7110,132,6.0,1986,,,4/16/1993 0:00,416,416,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Maryland,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
514,98,686,232,328,312117,2273092,61000,982446,3886,136,1.0,1994,0.0,,5/8/2009 0:00,988F,988,F,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,Utah,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
15,936,1,855,926,297432,2232653,78000,270719,3824,136,8.0,2002,0.0,,5/23/2007 0:00,950G,950,G,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Mississippi,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Limited Slip,Conventional
326,295,433,810,944,124442,1469435,41500,1471378,1545,132,2.0,1994,2000.0,Medium,3/20/1997 0:00,D4CIIILGP,D4,C,III,LGP,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",New Jersey,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
385,156,629,816,462,317747,2293200,32000,606494,3539,136,1.0,2006,0.0,,3/25/2009 0:00,416D,416,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,Street,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
335,283,951,507,466,381063,4277716,35000,2291432,1229,172,1.0,1995,17473.0,Medium,12/19/2011 0:00,325L,325,,,L,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Triple,,,,,
862,624,109,236,399,367483,2578308,33000,708147,3552,149,1.0,2004,0.0,,12/14/2010 0:00,430D,430,D,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,Reversible,Yes,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
545,126,3,171,199,5072,1156327,12500,1043673,18606,121,3.0,2006,1855.0,High,3/5/2009 0:00,CTL80,CTL80,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Wisconsin,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
302,763,375,997,269,116351,1453648,31000,1436092,3854,132,13.0,1980,,,6/3/2006 0:00,966C,966,C,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Tennessee,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
701,978,429,278,326,355687,2432029,10000,1082835,17311,136,1.0,2005,0.0,,3/19/2009 0:00,S175,S175,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Tennessee,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
412,718,472,342,211,392567,6257675,9000,1393452,3196,149,1.0,2004,,,6/24/2011 0:00,60XT,60,XT,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,New Mexico,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
264,444,298,437,273,35023,1271015,9500,1495726,6632,132,1.0,1995,,,6/30/2005 0:00,1838,1838,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Colorado,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
494,647,663,380,689,200592,1639463,70000,1203199,24516,132,1.0,2001,,,3/5/2008 0:00,850CWT,850,C,,WT,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Texas,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
552,822,193,801,724,269129,1806900,9500,1517502,9550,132,1.0,1997,,,5/14/2002 0:00,753,753,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Arizona,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
616,236,950,205,81,148170,1521014,26000,1292085,1561,132,2.0,1993,,,2/5/2006 0:00,D4HIILGP,D4,H,II,LGP,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
872,358,514,224,833,340952,2357219,59000,1692734,22174,136,1.0,2003,0.0,,6/26/2008 0:00,750CIILT,750,C,II,LT,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Georgia,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
989,138,225,886,847,35832,1272399,8250,1534712,6633,132,2.0,1997,,,9/17/2003 0:00,1840,1840,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
835,158,722,50,805,110142,1443104,23000,584383,1574,132,1.0,1995,,,10/26/2006 0:00,D5CIIILGP,D5,C,III,LGP,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Maine,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,Lever,,
988,524,143,774,984,124060,1468594,25000,1315777,4200,132,1.0,1992,,,9/23/2005 0:00,E120B,E120,B,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
719,728,487,185,205,96886,1412645,47000,488657,1276,132,1.0,1995,,,3/14/2001 0:00,330L,330,,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
297,274,943,614,200,145690,1516018,11000,1384791,3369,132,7.0,1967,,,9/15/2000 0:00,14E,14,E,,,,Motorgrader - 145.0 to 170.0 Horsepower,Alabama,MG,Motor Graders,No,OROPS,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
280,593,887,108,848,332703,2343214,41000,1668027,11390,136,,2003,3969.0,Medium,12/16/2008 0:00,160CLC,160,C,,LC,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Maryland,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
26,60,66,750,256,35882,1272467,9000,1260581,3112,132,22.0,1997,,,9/18/2004 0:00,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Minnesota,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
629,240,550,847,977,326057,2328112,9000,1772500,4783,136,,1000,0.0,,10/14/2008 0:00,690D,690,D,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
585,810,807,82,512,277153,1832148,16000,1341147,17739,132,15.0,1000,,,3/12/1998 0:00,33C,33,C,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Pennsylvania,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
793,264,256,350,619,170057,1597549,70000,1145197,1830,132,1.0,2002,,,2/24/2006 0:00,120C,120,C,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 10""",None or Unspecified,None or Unspecified,Double,,,,,
564,979,615,38,883,180805,1613540,72000,1264321,4581,132,2.0,1998,,,2/8/2001 0:00,230LC,230,,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
210,986,730,370,259,12969,1181761,25500,1029950,15963,121,3.0,2007,5.0,Low,8/7/2008 0:00,804 SUPER,804,,, SUPER,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
933,635,595,462,207,226275,1713623,22000,1163601,5162,132,2.0,2001,,,9/26/2007 0:00,214E,214,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
60,143,378,968,149,289460,2206617,16500,1190095,3178,136,1.0,1997,0.0,,11/12/2008 0:00,580SUPER L,580,SUPER L,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
842,969,434,530,885,33843,1268997,10000,1262794,3112,132,2.0,1997,,,4/18/2000 0:00,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
540,914,575,303,184,209185,1662001,11500,1227239,14755,132,25.0,1997,,,10/13/2001 0:00,LX485,LX485,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
12,177,812,43,530,265523,1801820,7700,1104897,9550,132,2.0,1997,,,11/29/2001 0:00,753,753,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
606,803,726,297,3,94177,1405751,26000,1531800,43,132,1.0,1990,,,12/7/1993 0:00,416II,416,,II,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
849,269,439,352,850,116026,1453227,28000,1428002,3854,132,1.0,1978,,,10/18/2001 0:00,966C,966,C,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Tennessee,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
910,902,926,180,588,41736,1282215,18500,1301002,3170,132,11.0,1989,,,5/28/1998 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Mississippi,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
821,374,96,26,472,31431,1263692,20000,1119220,22318,132,1.0,1983,,,11/21/1989 0:00,680,680,,,,,Backhoe Loader - Unidentified,Colorado,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
991,880,390,866,381,161040,1581750,43000,1341669,4821,132,1.0,1990,,,7/22/1999 0:00,790D,790,D,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
483,164,873,849,101,389487,4369581,11500,2288252,17235,172,1.0,2006,0.0,,8/18/2010 0:00,328G,328,G,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
668,212,760,925,401,163536,1586093,27000,1225466,4666,132,1.0,2004,,,12/2/2009 0:00,450H,450,H,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
699,625,618,394,764,42489,1283123,15000,1467199,3170,132,1.0,1990,,,5/15/2001 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
140,86,672,730,712,82144,1380719,47500,1387036,4128,132,6.0,1987,,,3/2/1995 0:00,D6H,D6,H,,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,
529,544,102,803,653,361417,2500862,21000,1917815,3178,149,1.0,1999,0.0,,6/7/2010 0:00,580SUPER L,580,SUPER L,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
766,77,840,117,674,144152,1512114,17000,1364652,7464,132,10.0,1977,,,10/14/1992 0:00,D5,D5,,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Alabama,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Angle,None or Unspecified,,
306,911,549,706,213,160483,1580495,22500,1339905,4815,132,2.0,1000,,,8/28/1999 0:00,770A,770,A,,,,Motorgrader - 145.0 to 170.0 Horsepower,New York,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
519,393,138,707,612,374489,2706140,35000,1358176,28756,149,1.0,2008,0.0,,3/9/2011 0:00,WB146,WB146,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
108,894,870,856,654,250612,1765323,43000,1289162,585,132,2.0,2000,,,2/5/2006 0:00,WA180-3,WA180,,-3,,,Wheel Loader - 100.0 to 110.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional
275,982,337,972,701,377000,2753299,92000,1809966,23882,149,2.0,2006,0.0,,1/29/2011 0:00,L110,L110,,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
51,140,777,257,159,44495,1285789,22000,1200456,3160,132,1.0,1994,,,12/2/1999 0:00,550E,550,E,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
789,96,312,738,686,59369,1318420,28000,1080182,3538,132,4.0,1997,,,12/2/2004 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,New Hampshire,BL,Backhoe Loaders,Four Wheel Drive,EROPS,Yes,Reversible,No,Extended,Standard,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
63,669,761,366,225,34251,1269701,5500,1508344,6629,132,17.0,1991,,,11/9/1999 0:00,1825,1825,,,,,Skid Steer Loader - 701.0 to 976.0 Lb Operating Capacity,Washington,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
709,23,586,274,90,96265,1410653,19000,49820,1682,132,10.0,1992,,,11/16/2000 0:00,E240BL,E240,B,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Louisiana,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,27 inch,"11' 0""",None or Unspecified,None or Unspecified,Triple,,,,,
98,944,182,704,575,344483,2378132,40000,1366727,15523,136,1.0,2005,985.0,Low,3/24/2010 0:00,R160LC7,R160,LC,7,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Connecticut,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
270,501,889,641,499,377673,4241168,15500,2280297,6272,172,1.0,2006,864.0,Medium,3/19/2009 0:00,RC60,RC60,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Minnesota,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
926,746,88,921,480,103920,1426087,25000,1509148,4154,132,1.0,1974,,,4/22/1993 0:00,D9G,D9,G,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Minnesota,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
117,186,382,177,84,129827,1481971,24000,1121969,3350,132,6.0,1975,,,6/24/1997 0:00,120G,120,G,,,,Motorgrader - 45.0 to 130.0 Horsepower,Nevada,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
480,228,191,2,78,242591,1748806,23000,1556599,269,132,19.0,1987,,,4/19/2000 0:00,D68P-1,D68,P,-1,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",California,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
710,497,485,686,336,301636,2244680,15000,1147133,3567,136,1.0,1994,0.0,,11/18/2008 0:00,446B,446,B,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
690,908,907,753,257,193221,1630450,38000,1314794,4641,132,1.0,1997,,,9/21/1999 0:00,410E,410,E,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
57,637,944,210,423,228242,1718996,8000,1169317,8922,132,1.0,1000,,,2/20/2003 0:00,SK03,SK03,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
457,327,918,63,198,387594,4352012,42000,1548100,5173,172,1.0,2006,3924.0,Medium,5/13/2010 0:00,JS260L,JS260,L,,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,"9' 7""",None or Unspecified,None or Unspecified,Double,,,,,
811,17,985,669,778,206161,1654092,17000,1158529,4956,132,1.0,1975,,,6/26/1997 0:00,645B,645,B,,,Medium,Wheel Loader - 135.0 to 150.0 Horsepower,Colorado,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
503,520,281,910,99,103960,1426530,28000,1184197,4147,132,1.0,1980,,,6/16/1994 0:00,D8K,D8,K,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,U,None or Unspecified,,
311,574,534,415,851,133101,1488814,37000,1521349,3463,132,2.0,1997,,,9/6/2003 0:00,311B,311,B,,,Small,"Hydraulic Excavator, Track - 11.0 to 12.0 Metric Tons",New Hampshire,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,20 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
807,523,319,238,355,41453,1281889,15000,1347943,3170,132,2.0,1989,,,1/13/2001 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,New York,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
41,297,866,989,470,9111,1170049,31000,231563,3547,121,3.0,2000,2172.0,Medium,4/29/2004 0:00,426C,426,C,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Virginia,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
579,486,824,648,303,266341,1802915,11500,1511595,9496,132,2.0,1000,,,9/8/2000 0:00,220,220,,,,Mini,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",New York,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,18 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
218,426,531,656,566,62184,1327534,24500,1264957,4112,132,4.0,1978,,,2/1/1993 0:00,D5B,D5,B,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
678,692,794,960,828,329757,2337408,22500,1277601,4799,136,1.0,1000,0.0,,5/27/2010 0:00,744E,744,E,,,Medium,Wheel Loader - 225.0 to 250.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
853,781,95,585,168,135151,1492747,55000,1197338,13814,132,5.0,1995,,,4/17/1999 0:00,D4HIIIXL,D4,H,III,XL,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Connecticut,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
